year;indicator;perspective;group;country;amount;unit;population;region;ocde
2002;Climate Change (Short-Term);Consumption footprint;CO2;Tajikistan;3.01353;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2002;Climate Change (Short-Term);Consumption footprint;N2O;Tajikistan;0.53617;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2002;Climate Change (Short-Term);Domestic production;CH4;Tajikistan;5.27658;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2002;Climate Change (Short-Term);Domestic production;CO2;Tajikistan;2.73364;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2002;Climate Change (Short-Term);Domestic production;N2O;Tajikistan;1.01978;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2003;Climate Change (Short-Term);Consumption footprint;CH4;Tajikistan;4.07963;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2003;Climate Change (Short-Term);Consumption footprint;CO2;Tajikistan;3.27748;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2003;Climate Change (Short-Term);Consumption footprint;N2O;Tajikistan;0.58244;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2003;Climate Change (Short-Term);Domestic production;CH4;Tajikistan;5.465;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2003;Climate Change (Short-Term);Domestic production;CO2;Tajikistan;2.81272;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2003;Climate Change (Short-Term);Domestic production;N2O;Tajikistan;1.06415;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2004;Climate Change (Short-Term);Consumption footprint;CH4;Tajikistan;4.12273;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2004;Climate Change (Short-Term);Consumption footprint;CO2;Tajikistan;3.67336;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2004;Climate Change (Short-Term);Consumption footprint;N2O;Tajikistan;0.65002;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2004;Climate Change (Short-Term);Domestic production;CH4;Tajikistan;5.75131;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2004;Climate Change (Short-Term);Domestic production;CO2;Tajikistan;3.33041;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2004;Climate Change (Short-Term);Domestic production;N2O;Tajikistan;1.11968;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2005;Climate Change (Short-Term);Consumption footprint;CH4;Tajikistan;4.27422;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2005;Climate Change (Short-Term);Consumption footprint;CO2;Tajikistan;3.66725;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2005;Climate Change (Short-Term);Consumption footprint;N2O;Tajikistan;0.75048;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2005;Climate Change (Short-Term);Domestic production;CH4;Tajikistan;6.0407;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2005;Climate Change (Short-Term);Domestic production;CO2;Tajikistan;3.17801;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2005;Climate Change (Short-Term);Domestic production;N2O;Tajikistan;1.18172;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2006;Climate Change (Short-Term);Consumption footprint;CH4;Tajikistan;4.35113;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2006;Climate Change (Short-Term);Consumption footprint;CO2;Tajikistan;4.17949;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2006;Climate Change (Short-Term);Consumption footprint;N2O;Tajikistan;0.77975;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2006;Climate Change (Short-Term);Domestic production;CH4;Tajikistan;6.32797;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2006;Climate Change (Short-Term);Domestic production;CO2;Tajikistan;3.45438;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2006;Climate Change (Short-Term);Domestic production;N2O;Tajikistan;1.22637;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2007;Climate Change (Short-Term);Consumption footprint;CH4;Tajikistan;4.89406;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2007;Climate Change (Short-Term);Consumption footprint;CO2;Tajikistan;5.12094;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2007;Climate Change (Short-Term);Consumption footprint;N2O;Tajikistan;0.86506;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2007;Climate Change (Short-Term);Domestic production;CH4;Tajikistan;6.62266;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2007;Climate Change (Short-Term);Domestic production;CO2;Tajikistan;3.95381;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2007;Climate Change (Short-Term);Domestic production;N2O;Tajikistan;1.26335;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2008;Climate Change (Short-Term);Consumption footprint;CH4;Tajikistan;6.08522;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2008;Climate Change (Short-Term);Consumption footprint;CO2;Tajikistan;5.91029;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2008;Climate Change (Short-Term);Consumption footprint;N2O;Tajikistan;1.13962;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2008;Climate Change (Short-Term);Domestic production;CH4;Tajikistan;7.48392;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2008;Climate Change (Short-Term);Domestic production;CO2;Tajikistan;3.6155;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2008;Climate Change (Short-Term);Domestic production;N2O;Tajikistan;1.47472;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2009;Climate Change (Short-Term);Consumption footprint;CH4;Tajikistan;6.21926;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2009;Climate Change (Short-Term);Consumption footprint;CO2;Tajikistan;4.84598;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2009;Climate Change (Short-Term);Consumption footprint;N2O;Tajikistan;1.24122;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2009;Climate Change (Short-Term);Domestic production;CH4;Tajikistan;7.89707;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2009;Climate Change (Short-Term);Domestic production;CO2;Tajikistan;2.94717;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2009;Climate Change (Short-Term);Domestic production;N2O;Tajikistan;1.61243;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2010;Climate Change (Short-Term);Consumption footprint;CH4;Tajikistan;5.82659;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2010;Climate Change (Short-Term);Consumption footprint;CO2;Tajikistan;4.28941;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2010;Climate Change (Short-Term);Consumption footprint;N2O;Tajikistan;1.16408;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2010;Climate Change (Short-Term);Domestic production;CH4;Tajikistan;8.03047;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2010;Climate Change (Short-Term);Domestic production;CO2;Tajikistan;2.94686;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2010;Climate Change (Short-Term);Domestic production;N2O;Tajikistan;1.63574;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2011;Climate Change (Short-Term);Consumption footprint;CH4;Tajikistan;7.34021;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2011;Climate Change (Short-Term);Consumption footprint;CO2;Tajikistan;5.52797;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2011;Climate Change (Short-Term);Consumption footprint;N2O;Tajikistan;1.44598;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2011;Climate Change (Short-Term);Domestic production;CH4;Tajikistan;8.34692;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2011;Climate Change (Short-Term);Domestic production;CO2;Tajikistan;2.94804;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2011;Climate Change (Short-Term);Domestic production;N2O;Tajikistan;1.66836;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2012;Climate Change (Short-Term);Consumption footprint;CH4;Tajikistan;7.39992;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2012;Climate Change (Short-Term);Consumption footprint;CO2;Tajikistan;5.24254;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2012;Climate Change (Short-Term);Consumption footprint;N2O;Tajikistan;1.4085;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2012;Climate Change (Short-Term);Domestic production;CH4;Tajikistan;8.96684;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2012;Climate Change (Short-Term);Domestic production;CO2;Tajikistan;2.81291;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2012;Climate Change (Short-Term);Domestic production;N2O;Tajikistan;1.7444;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2013;Climate Change (Short-Term);Consumption footprint;CH4;Tajikistan;7.8192;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2013;Climate Change (Short-Term);Consumption footprint;CO2;Tajikistan;4.90796;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2013;Climate Change (Short-Term);Consumption footprint;N2O;Tajikistan;1.54185;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2013;Climate Change (Short-Term);Domestic production;CH4;Tajikistan;9.40723;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2013;Climate Change (Short-Term);Domestic production;CO2;Tajikistan;2.20298;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2013;Climate Change (Short-Term);Domestic production;N2O;Tajikistan;1.8327;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2014;Climate Change (Short-Term);Consumption footprint;CH4;Tajikistan;9.17646;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2014;Climate Change (Short-Term);Consumption footprint;CO2;Tajikistan;6.08438;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2014;Climate Change (Short-Term);Consumption footprint;N2O;Tajikistan;1.80791;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2014;Climate Change (Short-Term);Domestic production;CH4;Tajikistan;9.85266;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2014;Climate Change (Short-Term);Domestic production;CO2;Tajikistan;3.28687;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2014;Climate Change (Short-Term);Domestic production;N2O;Tajikistan;1.88832;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2015;Climate Change (Short-Term);Consumption footprint;CH4;Tajikistan;9.93115;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2015;Climate Change (Short-Term);Consumption footprint;CO2;Tajikistan;5.4233;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2015;Climate Change (Short-Term);Consumption footprint;N2O;Tajikistan;1.89547;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2015;Climate Change (Short-Term);Domestic production;CH4;Tajikistan;10.36992;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2015;Climate Change (Short-Term);Domestic production;CO2;Tajikistan;3.7995;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2015;Climate Change (Short-Term);Domestic production;N2O;Tajikistan;1.94897;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2016;Climate Change (Short-Term);Consumption footprint;CH4;Tajikistan;9.5974;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2016;Climate Change (Short-Term);Consumption footprint;CO2;Tajikistan;5.31218;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2016;Climate Change (Short-Term);Consumption footprint;N2O;Tajikistan;1.82195;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2016;Climate Change (Short-Term);Domestic production;CH4;Tajikistan;10.36978;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2016;Climate Change (Short-Term);Domestic production;CO2;Tajikistan;4.03247;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2016;Climate Change (Short-Term);Domestic production;N2O;Tajikistan;1.94898;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2017;Climate Change (Short-Term);Consumption footprint;CH4;Tajikistan;8.95549;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2017;Climate Change (Short-Term);Consumption footprint;CO2;Tajikistan;5.29992;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2017;Climate Change (Short-Term);Consumption footprint;N2O;Tajikistan;1.71216;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2017;Climate Change (Short-Term);Domestic production;CH4;Tajikistan;10.36979;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2017;Climate Change (Short-Term);Domestic production;CO2;Tajikistan;4.2385;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2017;Climate Change (Short-Term);Domestic production;N2O;Tajikistan;1.94899;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2018;Climate Change (Short-Term);Consumption footprint;CH4;Tajikistan;8.43259;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2018;Climate Change (Short-Term);Consumption footprint;CO2;Tajikistan;5.94264;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2018;Climate Change (Short-Term);Consumption footprint;N2O;Tajikistan;1.75496;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2018;Climate Change (Short-Term);Domestic production;CH4;Tajikistan;10.36977;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2018;Climate Change (Short-Term);Domestic production;CO2;Tajikistan;4.48279;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
2018;Climate Change (Short-Term);Domestic production;N2O;Tajikistan;1.94898;Million tonnes CO2 eq.;18.11373287;Eastern Europe;no
1990;Climate Change (Short-Term);Consumption footprint;CH4;Tanzania;15.96038;Million tonnes CO2 eq.;107.2195949;Africa;no
1990;Climate Change (Short-Term);Consumption footprint;CO2;Tanzania;9.78086;Million tonnes CO2 eq.;107.2195949;Africa;no
1990;Climate Change (Short-Term);Consumption footprint;N2O;Tanzania;2.87301;Million tonnes CO2 eq.;107.2195949;Africa;no
1990;Climate Change (Short-Term);Domestic production;CH4;Tanzania;14.30493;Million tonnes CO2 eq.;107.2195949;Africa;no
1990;Climate Change (Short-Term);Domestic production;CO2;Tanzania;1.39095;Million tonnes CO2 eq.;107.2195949;Africa;no
1990;Climate Change (Short-Term);Domestic production;N2O;Tanzania;3.36914;Million tonnes CO2 eq.;107.2195949;Africa;no
1991;Climate Change (Short-Term);Consumption footprint;CH4;Tanzania;13.83993;Million tonnes CO2 eq.;107.2195949;Africa;no
1991;Climate Change (Short-Term);Consumption footprint;CO2;Tanzania;3.53377;Million tonnes CO2 eq.;107.2195949;Africa;no
1991;Climate Change (Short-Term);Consumption footprint;N2O;Tanzania;2.40705;Million tonnes CO2 eq.;107.2195949;Africa;no
1991;Climate Change (Short-Term);Domestic production;CH4;Tanzania;14.53781;Million tonnes CO2 eq.;107.2195949;Africa;no
1991;Climate Change (Short-Term);Domestic production;CO2;Tanzania;1.53466;Million tonnes CO2 eq.;107.2195949;Africa;no
1991;Climate Change (Short-Term);Domestic production;N2O;Tanzania;3.42871;Million tonnes CO2 eq.;107.2195949;Africa;no
1992;Climate Change (Short-Term);Consumption footprint;CH4;Tanzania;12.11427;Million tonnes CO2 eq.;107.2195949;Africa;no
1992;Climate Change (Short-Term);Consumption footprint;CO2;Tanzania;3.29382;Million tonnes CO2 eq.;107.2195949;Africa;no
1992;Climate Change (Short-Term);Consumption footprint;N2O;Tanzania;2.36956;Million tonnes CO2 eq.;107.2195949;Africa;no
1992;Climate Change (Short-Term);Domestic production;CH4;Tanzania;14.61892;Million tonnes CO2 eq.;107.2195949;Africa;no
1992;Climate Change (Short-Term);Domestic production;CO2;Tanzania;1.39345;Million tonnes CO2 eq.;107.2195949;Africa;no
1992;Climate Change (Short-Term);Domestic production;N2O;Tanzania;3.46962;Million tonnes CO2 eq.;107.2195949;Africa;no
1993;Climate Change (Short-Term);Consumption footprint;CH4;Tanzania;12.24088;Million tonnes CO2 eq.;107.2195949;Africa;no
1993;Climate Change (Short-Term);Consumption footprint;CO2;Tanzania;3.24345;Million tonnes CO2 eq.;107.2195949;Africa;no
1993;Climate Change (Short-Term);Consumption footprint;N2O;Tanzania;2.24354;Million tonnes CO2 eq.;107.2195949;Africa;no
1993;Climate Change (Short-Term);Domestic production;CH4;Tanzania;15.10166;Million tonnes CO2 eq.;107.2195949;Africa;no
1993;Climate Change (Short-Term);Domestic production;CO2;Tanzania;1.55926;Million tonnes CO2 eq.;107.2195949;Africa;no
1993;Climate Change (Short-Term);Domestic production;N2O;Tanzania;3.52682;Million tonnes CO2 eq.;107.2195949;Africa;no
1994;Climate Change (Short-Term);Consumption footprint;CH4;Tanzania;12.76129;Million tonnes CO2 eq.;107.2195949;Africa;no
1994;Climate Change (Short-Term);Consumption footprint;CO2;Tanzania;3.17673;Million tonnes CO2 eq.;107.2195949;Africa;no
1994;Climate Change (Short-Term);Consumption footprint;N2O;Tanzania;2.24972;Million tonnes CO2 eq.;107.2195949;Africa;no
1994;Climate Change (Short-Term);Domestic production;CH4;Tanzania;15.40896;Million tonnes CO2 eq.;107.2195949;Africa;no
1994;Climate Change (Short-Term);Domestic production;CO2;Tanzania;1.5412;Million tonnes CO2 eq.;107.2195949;Africa;no
1994;Climate Change (Short-Term);Domestic production;N2O;Tanzania;3.55048;Million tonnes CO2 eq.;107.2195949;Africa;no
1995;Climate Change (Short-Term);Consumption footprint;CH4;Tanzania;13.20776;Million tonnes CO2 eq.;107.2195949;Africa;no
1995;Climate Change (Short-Term);Consumption footprint;CO2;Tanzania;3.41535;Million tonnes CO2 eq.;107.2195949;Africa;no
1995;Climate Change (Short-Term);Consumption footprint;N2O;Tanzania;2.34099;Million tonnes CO2 eq.;107.2195949;Africa;no
1995;Climate Change (Short-Term);Domestic production;CH4;Tanzania;16.6838;Million tonnes CO2 eq.;107.2195949;Africa;no
1995;Climate Change (Short-Term);Domestic production;CO2;Tanzania;1.86947;Million tonnes CO2 eq.;107.2195949;Africa;no
1995;Climate Change (Short-Term);Domestic production;N2O;Tanzania;3.94361;Million tonnes CO2 eq.;107.2195949;Africa;no
1996;Climate Change (Short-Term);Consumption footprint;CH4;Tanzania;13.34324;Million tonnes CO2 eq.;107.2195949;Africa;no
1996;Climate Change (Short-Term);Consumption footprint;CO2;Tanzania;3.76312;Million tonnes CO2 eq.;107.2195949;Africa;no
1996;Climate Change (Short-Term);Consumption footprint;N2O;Tanzania;2.24568;Million tonnes CO2 eq.;107.2195949;Africa;no
1996;Climate Change (Short-Term);Domestic production;CH4;Tanzania;16.46954;Million tonnes CO2 eq.;107.2195949;Africa;no
1996;Climate Change (Short-Term);Domestic production;CO2;Tanzania;2.09608;Million tonnes CO2 eq.;107.2195949;Africa;no
1996;Climate Change (Short-Term);Domestic production;N2O;Tanzania;3.68243;Million tonnes CO2 eq.;107.2195949;Africa;no
1997;Climate Change (Short-Term);Consumption footprint;CH4;Tanzania;13.55945;Million tonnes CO2 eq.;107.2195949;Africa;no
1997;Climate Change (Short-Term);Consumption footprint;CO2;Tanzania;3.83364;Million tonnes CO2 eq.;107.2195949;Africa;no
1997;Climate Change (Short-Term);Consumption footprint;N2O;Tanzania;2.29183;Million tonnes CO2 eq.;107.2195949;Africa;no
1997;Climate Change (Short-Term);Domestic production;CH4;Tanzania;16.48239;Million tonnes CO2 eq.;107.2195949;Africa;no
1997;Climate Change (Short-Term);Domestic production;CO2;Tanzania;2.01702;Million tonnes CO2 eq.;107.2195949;Africa;no
1997;Climate Change (Short-Term);Domestic production;N2O;Tanzania;3.71644;Million tonnes CO2 eq.;107.2195949;Africa;no
1998;Climate Change (Short-Term);Consumption footprint;CH4;Tanzania;15.91517;Million tonnes CO2 eq.;107.2195949;Africa;no
1998;Climate Change (Short-Term);Consumption footprint;CO2;Tanzania;4.55274;Million tonnes CO2 eq.;107.2195949;Africa;no
1998;Climate Change (Short-Term);Consumption footprint;N2O;Tanzania;2.44643;Million tonnes CO2 eq.;107.2195949;Africa;no
1998;Climate Change (Short-Term);Domestic production;CH4;Tanzania;17.81409;Million tonnes CO2 eq.;107.2195949;Africa;no
1998;Climate Change (Short-Term);Domestic production;CO2;Tanzania;1.68589;Million tonnes CO2 eq.;107.2195949;Africa;no
1998;Climate Change (Short-Term);Domestic production;N2O;Tanzania;3.84571;Million tonnes CO2 eq.;107.2195949;Africa;no
1999;Climate Change (Short-Term);Consumption footprint;CH4;Tanzania;15.04852;Million tonnes CO2 eq.;107.2195949;Africa;no
1999;Climate Change (Short-Term);Consumption footprint;CO2;Tanzania;4.20673;Million tonnes CO2 eq.;107.2195949;Africa;no
1999;Climate Change (Short-Term);Consumption footprint;N2O;Tanzania;2.66748;Million tonnes CO2 eq.;107.2195949;Africa;no
1999;Climate Change (Short-Term);Domestic production;CH4;Tanzania;18.91885;Million tonnes CO2 eq.;107.2195949;Africa;no
1999;Climate Change (Short-Term);Domestic production;CO2;Tanzania;1.70828;Million tonnes CO2 eq.;107.2195949;Africa;no
1999;Climate Change (Short-Term);Domestic production;N2O;Tanzania;4.31209;Million tonnes CO2 eq.;107.2195949;Africa;no
2000;Climate Change (Short-Term);Consumption footprint;CH4;Tanzania;14.49623;Million tonnes CO2 eq.;107.2195949;Africa;no
2000;Climate Change (Short-Term);Consumption footprint;CO2;Tanzania;4.42171;Million tonnes CO2 eq.;107.2195949;Africa;no
2000;Climate Change (Short-Term);Consumption footprint;N2O;Tanzania;2.50032;Million tonnes CO2 eq.;107.2195949;Africa;no
2000;Climate Change (Short-Term);Domestic production;CH4;Tanzania;19.58124;Million tonnes CO2 eq.;107.2195949;Africa;no
2000;Climate Change (Short-Term);Domestic production;CO2;Tanzania;2.01343;Million tonnes CO2 eq.;107.2195949;Africa;no
2000;Climate Change (Short-Term);Domestic production;N2O;Tanzania;4.18346;Million tonnes CO2 eq.;107.2195949;Africa;no
2001;Climate Change (Short-Term);Consumption footprint;CH4;Tanzania;14.83711;Million tonnes CO2 eq.;107.2195949;Africa;no
2001;Climate Change (Short-Term);Consumption footprint;CO2;Tanzania;4.55272;Million tonnes CO2 eq.;107.2195949;Africa;no
2001;Climate Change (Short-Term);Consumption footprint;N2O;Tanzania;2.45698;Million tonnes CO2 eq.;107.2195949;Africa;no
2001;Climate Change (Short-Term);Domestic production;CH4;Tanzania;20.41329;Million tonnes CO2 eq.;107.2195949;Africa;no
2001;Climate Change (Short-Term);Domestic production;CO2;Tanzania;1.94219;Million tonnes CO2 eq.;107.2195949;Africa;no
2001;Climate Change (Short-Term);Domestic production;N2O;Tanzania;4.31291;Million tonnes CO2 eq.;107.2195949;Africa;no
2002;Climate Change (Short-Term);Consumption footprint;CH4;Tanzania;15.35909;Million tonnes CO2 eq.;107.2195949;Africa;no
2002;Climate Change (Short-Term);Consumption footprint;CO2;Tanzania;4.80753;Million tonnes CO2 eq.;107.2195949;Africa;no
2002;Climate Change (Short-Term);Consumption footprint;N2O;Tanzania;2.56378;Million tonnes CO2 eq.;107.2195949;Africa;no
2002;Climate Change (Short-Term);Domestic production;CH4;Tanzania;21.70829;Million tonnes CO2 eq.;107.2195949;Africa;no
2002;Climate Change (Short-Term);Domestic production;CO2;Tanzania;2.19063;Million tonnes CO2 eq.;107.2195949;Africa;no
2002;Climate Change (Short-Term);Domestic production;N2O;Tanzania;4.50996;Million tonnes CO2 eq.;107.2195949;Africa;no
2003;Climate Change (Short-Term);Consumption footprint;CH4;Tanzania;16.26339;Million tonnes CO2 eq.;107.2195949;Africa;no
2003;Climate Change (Short-Term);Consumption footprint;CO2;Tanzania;5.32919;Million tonnes CO2 eq.;107.2195949;Africa;no
2003;Climate Change (Short-Term);Consumption footprint;N2O;Tanzania;2.64256;Million tonnes CO2 eq.;107.2195949;Africa;no
2003;Climate Change (Short-Term);Domestic production;CH4;Tanzania;22.6386;Million tonnes CO2 eq.;107.2195949;Africa;no
2003;Climate Change (Short-Term);Domestic production;CO2;Tanzania;2.31669;Million tonnes CO2 eq.;107.2195949;Africa;no
2003;Climate Change (Short-Term);Domestic production;N2O;Tanzania;4.67171;Million tonnes CO2 eq.;107.2195949;Africa;no
2004;Climate Change (Short-Term);Consumption footprint;CH4;Tanzania;16.24124;Million tonnes CO2 eq.;107.2195949;Africa;no
2004;Climate Change (Short-Term);Consumption footprint;CO2;Tanzania;6.59825;Million tonnes CO2 eq.;107.2195949;Africa;no
2004;Climate Change (Short-Term);Consumption footprint;N2O;Tanzania;2.70744;Million tonnes CO2 eq.;107.2195949;Africa;no
2004;Climate Change (Short-Term);Domestic production;CH4;Tanzania;23.19203;Million tonnes CO2 eq.;107.2195949;Africa;no
2004;Climate Change (Short-Term);Domestic production;CO2;Tanzania;3.57285;Million tonnes CO2 eq.;107.2195949;Africa;no
2004;Climate Change (Short-Term);Domestic production;N2O;Tanzania;4.82317;Million tonnes CO2 eq.;107.2195949;Africa;no
2005;Climate Change (Short-Term);Consumption footprint;CH4;Tanzania;17.41388;Million tonnes CO2 eq.;107.2195949;Africa;no
2005;Climate Change (Short-Term);Consumption footprint;CO2;Tanzania;7.25778;Million tonnes CO2 eq.;107.2195949;Africa;no
2005;Climate Change (Short-Term);Consumption footprint;N2O;Tanzania;2.72566;Million tonnes CO2 eq.;107.2195949;Africa;no
2005;Climate Change (Short-Term);Domestic production;CH4;Tanzania;24.17692;Million tonnes CO2 eq.;107.2195949;Africa;no
2005;Climate Change (Short-Term);Domestic production;CO2;Tanzania;3.974;Million tonnes CO2 eq.;107.2195949;Africa;no
2005;Climate Change (Short-Term);Domestic production;N2O;Tanzania;4.88216;Million tonnes CO2 eq.;107.2195949;Africa;no
2006;Climate Change (Short-Term);Consumption footprint;CH4;Tanzania;17.45308;Million tonnes CO2 eq.;107.2195949;Africa;no
2006;Climate Change (Short-Term);Consumption footprint;CO2;Tanzania;7.83404;Million tonnes CO2 eq.;107.2195949;Africa;no
2006;Climate Change (Short-Term);Consumption footprint;N2O;Tanzania;2.861;Million tonnes CO2 eq.;107.2195949;Africa;no
2006;Climate Change (Short-Term);Domestic production;CH4;Tanzania;24.94579;Million tonnes CO2 eq.;107.2195949;Africa;no
2006;Climate Change (Short-Term);Domestic production;CO2;Tanzania;4.1688;Million tonnes CO2 eq.;107.2195949;Africa;no
2006;Climate Change (Short-Term);Domestic production;N2O;Tanzania;5.13957;Million tonnes CO2 eq.;107.2195949;Africa;no
2007;Climate Change (Short-Term);Consumption footprint;CH4;Tanzania;18.13774;Million tonnes CO2 eq.;107.2195949;Africa;no
2007;Climate Change (Short-Term);Consumption footprint;CO2;Tanzania;8.76511;Million tonnes CO2 eq.;107.2195949;Africa;no
2007;Climate Change (Short-Term);Consumption footprint;N2O;Tanzania;2.96558;Million tonnes CO2 eq.;107.2195949;Africa;no
2007;Climate Change (Short-Term);Domestic production;CH4;Tanzania;25.30419;Million tonnes CO2 eq.;107.2195949;Africa;no
2007;Climate Change (Short-Term);Domestic production;CO2;Tanzania;4.00844;Million tonnes CO2 eq.;107.2195949;Africa;no
2007;Climate Change (Short-Term);Domestic production;N2O;Tanzania;5.17911;Million tonnes CO2 eq.;107.2195949;Africa;no
2008;Climate Change (Short-Term);Consumption footprint;CH4;Tanzania;18.54481;Million tonnes CO2 eq.;107.2195949;Africa;no
2008;Climate Change (Short-Term);Consumption footprint;CO2;Tanzania;9.12363;Million tonnes CO2 eq.;107.2195949;Africa;no
2008;Climate Change (Short-Term);Consumption footprint;N2O;Tanzania;2.91649;Million tonnes CO2 eq.;107.2195949;Africa;no
2008;Climate Change (Short-Term);Domestic production;CH4;Tanzania;26.90709;Million tonnes CO2 eq.;107.2195949;Africa;no
